scenario_key,layer_key,demand_key,hub_rank,facility_index,facility_id,hub_name,facility,capacity,idle_score,lat,lon,new_hotspot_cells,cumulative_hotspot_cells,cumulative_coverage_pct,layer_label,demand_label
A1O1N0R0W0__B0C1D0,A1O1N0R0W0,B0C1D0,3,146,206-2-000008,오리환승,주차장,75,1.0,37.339711,127.109411,8,30,11.36,공역 제한 + 장애물,소비력지수
A1O1N0R0W0__B0C1D0,A1O1N0R0W0,B0C1D0,4,147,206-2-000009,금곡동,주차장,82,1.0,37.350862,127.106861,7,37,14.02,공역 제한 + 장애물,소비력지수
A1O1N0R0W0__B0C1D0,A1O1N0R0W0,B0C1D0,5,144,206-2-000006,정자전원마을,주차장,118,1.0,37.35922,127.124509,6,43,16.29,공역 제한 + 장애물,소비력지수
A1O1N0R0W0__B0C1D1,A1O1N0R0W0,B0C1D1,1,170,206-3-000007,구미도서관,주차장,71,1.0,37.345532,127.107689,11,11,4.35,공역 제한 + 장애물,소비력지수 + 상권활력지수
A1O1N0R0W0__B0C1D1,A1O1N0R0W0,B0C1D1,2,167,206-3-000004,분당도서관 부설주차장,주차장,186,1.0,37.358104,127.11658,11,22,8.7,공역 제한 + 장애물,소비력지수 + 상권활력지수
A1O1N0R0W0__B0C1D1,A1O1N0R0W0,B0C1D1,3,146,206-2-000008,오리환승,주차장,75,1.0,37.339711,127.109411,8,30,11.86,공역 제한 + 장애물,소비력지수 + 상권활력지수
A1O1N0R0W0__B0C1D1,A1O1N0R0W0,B0C1D1,4,147,206-2-000009,금곡동,주차장,82,1.0,37.350862,127.106861,7,37,14.62,공역 제한 + 장애물,소비력지수 + 상권활력지수
A1O1N0R0W0__B0C1D1,A1O1N0R0W0,B0C1D1,5,144,206-2-000006,정자전원마을,주차장,118,1.0,37.35922,127.124509,6,43,17.0,공역 제한 + 장애물,소비력지수 + 상권활력지수
A1O1N0R0W0__B1C0D0,A1O1N0R0W0,B1C0D0,1,170,206-3-000007,구미도서관,주차장,71,1.0,37.345532,127.107689,11,11,4.93,공역 제한 + 장애물,기업수요지수
A1O1N0R0W0__B1C0D0,A1O1N0R0W0,B1C0D0,2,146,206-2-000008,오리환승,주차장,75,1.0,37.339711,127.109411,8,19,8.52,공역 제한 + 장애물,기업수요지수
A1O1N0R0W0__B1C0D0,A1O1N0R0W0,B1C0D0,3,147,206-2-000009,금곡동,주차장,82,1.0,37.350862,127.106861,7,26,11.66,공역 제한 + 장애물,기업수요지수
A1O1N0R0W0__B1C0D0,A1O1N0R0W0,B1C0D0,4,167,206-3-000004,분당도서관 부설주차장,주차장,186,1.0,37.358104,127.11658,2,28,12.56,공역 제한 + 장애물,기업수요지수
A1O1N0R0W0__B1C0D1,A1O1N0R0W0,B1C0D1,1,170,206-3-000007,구미도서관,주차장,71,1.0,37.345532,127.107689,11,11,4.44,공역 제한 + 장애물,기업수요지수 + 상권활력지수
A1O1N0R0W0__B1C0D1,A1O1N0R0W0,B1C0D1,2,167,206-3-000004,분당도서관 부설주차장,주차장,186,1.0,37.358104,127.11658,11,22,8.87,공역 제한 + 장애물,기업수요지수 + 상권활력지수
A1O1N0R0W0__B1C0D1,A1O1N0R0W0,B1C0D1,3,146,206-2-000008,오리환승,주차장,75,1.0,37.339711,127.109411,8,30,12.1,공역 제한 + 장애물,기업수요지수 + 상권활력지수
A1O1N0R0W0__B1C0D1,A1O1N0R0W0,B1C0D1,4,147,206-2-000009,금곡동,주차장,82,1.0,37.350862,127.106861,7,37,14.92,공역 제한 + 장애물,기업수요지수 + 상권활력지수
A1O1N0R0W0__B1C0D1,A1O1N0R0W0,B1C0D1,5,144,206-2-000006,정자전원마을,주차장,118,1.0,37.35922,127.124509,6,43,17.34,공역 제한 + 장애물,기업수요지수 + 상권활력지수
A1O1N0R0W0__B1C1D0,A1O1N0R0W0,B1C1D0,1,170,206-3-000007,구미도서관,주차장,71,1.0,37.345532,127.107689,11,11,4.35,공역 제한 + 장애물,기업수요지수 + 소비력지수
A1O1N0R0W0__B1C1D0,A1O1N0R0W0,B1C1D0,2,167,206-3-000004,분당도서관 부설주차장,주차장,186,1.0,37.358104,127.11658,11,22,8.7,공역 제한 + 장애물,기업수요지수 + 소비력지수
A1O1N0R0W0__B1C1D0,A1O1N0R0W0,B1C1D0,3,146,206-2-000008,오리환승,주차장,75,1.0,37.339711,127.109411,8,30,11.86,공역 제한 + 장애물,기업수요지수 + 소비력지수
A1O1N0R0W0__B1C1D0,A1O1N0R0W0,B1C1D0,4,147,206-2-000009,금곡동,주차장,82,1.0,37.350862,127.106861,7,37,14.62,공역 제한 + 장애물,기업수요지수 + 소비력지수
A1O1N0R0W0__B1C1D0,A1O1N0R0W0,B1C1D0,5,144,206-2-000006,정자전원마을,주차장,118,1.0,37.35922,127.124509,6,43,17.0,공역 제한 + 장애물,기업수요지수 + 소비력지수
A1O1N0R0W0__B1C1D1,A1O1N0R0W0,B1C1D1,1,170,206-3-000007,구미도서관,주차장,71,1.0,37.345532,127.107689,11,11,4.35,공역 제한 + 장애물,기업수요지수 + 소비력지수 + 상권활력지수
A1O1N0R0W0__B1C1D1,A1O1N0R0W0,B1C1D1,2,167,206-3-000004,분당도서관 부설주차장,주차장,186,1.0,37.358104,127.11658,11,22,8.7,공역 제한 + 장애물,기업수요지수 + 소비력지수 + 상권활력지수
A1O1N0R0W0__B1C1D1,A1O1N0R0W0,B1C1D1,3,146,206-2-000008,오리환승,주차장,75,1.0,37.339711,127.109411,8,30,11.86,공역 제한 + 장애물,기업수요지수 + 소비력지수 + 상권활력지수
A1O1N0R0W0__B1C1D1,A1O1N0R0W0,B1C1D1,4,147,206-2-000009,금곡동,주차장,82,1.0,37.350862,127.106861,7,37,14.62,공역 제한 + 장애물,기업수요지수 + 소비력지수 + 상권활력지수
A1O1N0R0W0__B1C1D1,A1O1N0R0W0,B1C1D1,5,144,206-2-000006,정자전원마을,주차장,118,1.0,37.35922,127.124509,6,43,17.0,공역 제한 + 장애물,기업수요지수 + 소비력지수 + 상권활력지수
A1O1N0R0W1__B0C0D0,A1O1N0R0W1,B0C0D0,1,167,206-3-000004,분당도서관 부설주차장,주차장,186,1.0,37.358104,127.11658,11,11,4.17,공역 제한 + 장애물 + 기상,선택 없음
A1O1N0R0W1__B0C0D0,A1O1N0R0W1,B0C0D0,2,170,206-3-000007,구미도서관,주차장,71,1.0,37.345532,127.107689,11,22,8.33,공역 제한 + 장애물 + 기상,선택 없음
A1O1N0R0W1__B0C0D0,A1O1N0R0W1,B0C0D0,3,146,206-2-000008,오리환승,주차장,75,1.0,37.339711,127.109411,8,30,11.36,공역 제한 + 장애물 + 기상,선택 없음
A1O1N0R0W1__B0C0D0,A1O1N0R0W1,B0C0D0,4,147,206-2-000009,금곡동,주차장,82,1.0,37.350862,127.106861,7,37,14.02,공역 제한 + 장애물 + 기상,선택 없음
A1O1N0R0W1__B0C0D0,A1O1N0R0W1,B0C0D0,5,144,206-2-000006,정자전원마을,주차장,118,1.0,37.35922,127.124509,6,43,16.29,공역 제한 + 장애물 + 기상,선택 없음
A1O1N0R0W1__B0C0D1,A1O1N0R0W1,B0C0D1,1,170,206-3-000007,구미도서관,주차장,71,1.0,37.345532,127.107689,11,11,4.44,공역 제한 + 장애물 + 기상,상권활력지수
A1O1N0R0W1__B0C0D1,A1O1N0R0W1,B0C0D1,2,167,206-3-000004,분당도서관 부설주차장,주차장,186,1.0,37.358104,127.11658,11,22,8.87,공역 제한 + 장애물 + 기상,상권활력지수
A1O1N0R0W1__B0C0D1,A1O1N0R0W1,B0C0D1,3,146,206-2-000008,오리환승,주차장,75,1.0,37.339711,127.109411,8,30,12.1,공역 제한 + 장애물 + 기상,상권활력지수
A1O1N0R0W1__B0C0D1,A1O1N0R0W1,B0C0D1,4,147,206-2-000009,금곡동,주차장,82,1.0,37.350862,127.106861,7,37,14.92,공역 제한 + 장애물 + 기상,상권활력지수
A1O1N0R0W1__B0C0D1,A1O1N0R0W1,B0C0D1,5,144,206-2-000006,정자전원마을,주차장,118,1.0,37.35922,127.124509,6,43,17.34,공역 제한 + 장애물 + 기상,상권활력지수
A1O1N0R0W1__B0C1D0,A1O1N0R0W1,B0C1D0,1,167,206-3-000004,분당도서관 부설주차장,주차장,186,1.0,37.358104,127.11658,11,11,4.17,공역 제한 + 장애물 + 기상,소비력지수
A1O1N0R0W1__B0C1D0,A1O1N0R0W1,B0C1D0,2,170,206-3-000007,구미도서관,주차장,71,1.0,37.345532,127.107689,11,22,8.33,공역 제한 + 장애물 + 기상,소비력지수
A1O1N0R0W1__B0C1D0,A1O1N0R0W1,B0C1D0,3,146,206-2-000008,오리환승,주차장,75,1.0,37.339711,127.109411,8,30,11.36,공역 제한 + 장애물 + 기상,소비력지수
A1O1N0R0W1__B0C1D0,A1O1N0R0W1,B0C1D0,4,147,206-2-000009,금곡동,주차장,82,1.0,37.350862,127.106861,7,37,14.02,공역 제한 + 장애물 + 기상,소비력지수
A1O1N0R0W1__B0C1D0,A1O1N0R0W1,B0C1D0,5,144,206-2-000006,정자전원마을,주차장,118,1.0,37.35922,127.124509,6,43,16.29,공역 제한 + 장애물 + 기상,소비력지수
A1O1N0R0W1__B0C1D1,A1O1N0R0W1,B0C1D1,1,170,206-3-000007,구미도서관,주차장,71,1.0,37.345532,127.107689,11,11,4.35,공역 제한 + 장애물 + 기상,소비력지수 + 상권활력지수
A1O1N0R0W1__B0C1D1,A1O1N0R0W1,B0C1D1,2,167,206-3-000004,분당도서관 부설주차장,주차장,186,1.0,37.358104,127.11658,11,22,8.7,공역 제한 + 장애물 + 기상,소비력지수 + 상권활력지수
A1O1N0R0W1__B0C1D1,A1O1N0R0W1,B0C1D1,3,146,206-2-000008,오리환승,주차장,75,1.0,37.339711,127.109411,8,30,11.86,공역 제한 + 장애물 + 기상,소비력지수 + 상권활력지수
A1O1N0R0W1__B0C1D1,A1O1N0R0W1,B0C1D1,4,147,206-2-000009,금곡동,주차장,82,1.0,37.350862,127.106861,7,37,14.62,공역 제한 + 장애물 + 기상,소비력지수 + 상권활력지수
A1O1N0R0W1__B0C1D1,A1O1N0R0W1,B0C1D1,5,144,206-2-000006,정자전원마을,주차장,118,1.0,37.35922,127.124509,6,43,17.0,공역 제한 + 장애물 + 기상,소비력지수 + 상권활력지수
A1O1N0R0W1__B1C0D0,A1O1N0R0W1,B1C0D0,1,170,206-3-000007,구미도서관,주차장,71,1.0,37.345532,127.107689,11,11,4.93,공역 제한 + 장애물 + 기상,기업수요지수
A1O1N0R0W1__B1C0D0,A1O1N0R0W1,B1C0D0,2,146,206-2-000008,오리환승,주차장,75,1.0,37.339711,127.109411,8,19,8.52,공역 제한 + 장애물 + 기상,기업수요지수
A1O1N0R0W1__B1C0D0,A1O1N0R0W1,B1C0D0,3,147,206-2-000009,금곡동,주차장,82,1.0,37.350862,127.106861,7,26,11.66,공역 제한 + 장애물 + 기상,기업수요지수
A1O1N0R0W1__B1C0D0,A1O1N0R0W1,B1C0D0,4,167,206-3-000004,분당도서관 부설주차장,주차장,186,1.0,37.358104,127.11658,2,28,12.56,공역 제한 + 장애물 + 기상,기업수요지수
A1O1N0R0W1__B1C0D1,A1O1N0R0W1,B1C0D1,1,170,206-3-000007,구미도서관,주차장,71,1.0,37.345532,127.107689,11,11,4.44,공역 제한 + 장애물 + 기상,기업수요지수 + 상권활력지수
A1O1N0R0W1__B1C0D1,A1O1N0R0W1,B1C0D1,2,167,206-3-000004,분당도서관 부설주차장,주차장,186,1.0,37.358104,127.11658,11,22,8.87,공역 제한 + 장애물 + 기상,기업수요지수 + 상권활력지수
A1O1N0R0W1__B1C0D1,A1O1N0R0W1,B1C0D1,3,146,206-2-000008,오리환승,주차장,75,1.0,37.339711,127.109411,8,30,12.1,공역 제한 + 장애물 + 기상,기업수요지수 + 상권활력지수
A1O1N0R0W1__B1C0D1,A1O1N0R0W1,B1C0D1,4,147,206-2-000009,금곡동,주차장,82,1.0,37.350862,127.106861,7,37,14.92,공역 제한 + 장애물 + 기상,기업수요지수 + 상권활력지수
A1O1N0R0W1__B1C0D1,A1O1N0R0W1,B1C0D1,5,144,206-2-000006,정자전원마을,주차장,118,1.0,37.35922,127.124509,6,43,17.34,공역 제한 + 장애물 + 기상,기업수요지수 + 상권활력지수
A1O1N0R0W1__B1C1D0,A1O1N0R0W1,B1C1D0,1,170,206-3-000007,구미도서관,주차장,71,1.0,37.345532,127.107689,11,11,4.35,공역 제한 + 장애물 + 기상,기업수요지수 + 소비력지수
A1O1N0R0W1__B1C1D0,A1O1N0R0W1,B1C1D0,2,167,206-3-000004,분당도서관 부설주차장,주차장,186,1.0,37.358104,127.11658,11,22,8.7,공역 제한 + 장애물 + 기상,기업수요지수 + 소비력지수
A1O1N0R0W1__B1C1D0,A1O1N0R0W1,B1C1D0,3,146,206-2-000008,오리환승,주차장,75,1.0,37.339711,127.109411,8,30,11.86,공역 제한 + 장애물 + 기상,기업수요지수 + 소비력지수
A1O1N0R0W1__B1C1D0,A1O1N0R0W1,B1C1D0,4,147,206-2-000009,금곡동,주차장,82,1.0,37.350862,127.106861,7,37,14.62,공역 제한 + 장애물 + 기상,기업수요지수 + 소비력지수
A1O1N0R0W1__B1C1D0,A1O1N0R0W1,B1C1D0,5,144,206-2-000006,정자전원마을,주차장,118,1.0,37.35922,127.124509,6,43,17.0,공역 제한 + 장애물 + 기상,기업수요지수 + 소비력지수
A1O1N0R0W1__B1C1D1,A1O1N0R0W1,B1C1D1,1,170,206-3-000007,구미도서관,주차장,71,1.0,37.345532,127.107689,11,11,4.35,공역 제한 + 장애물 + 기상,기업수요지수 + 소비력지수 + 상권활력지수
A1O1N0R0W1__B1C1D1,A1O1N0R0W1,B1C1D1,2,167,206-3-000004,분당도서관 부설주차장,주차장,186,1.0,37.358104,127.11658,11,22,8.7,공역 제한 + 장애물 + 기상,기업수요지수 + 소비력지수 + 상권활력지수
A1O1N0R0W1__B1C1D1,A1O1N0R0W1,B1C1D1,3,146,206-2-000008,오리환승,주차장,75,1.0,37.339711,127.109411,8,30,11.86,공역 제한 + 장애물 + 기상,기업수요지수 + 소비력지수 + 상권활력지수
A1O1N0R0W1__B1C1D1,A1O1N0R0W1,B1C1D1,4,147,206-2-000009,금곡동,주차장,82,1.0,37.350862,127.106861,7,37,14.62,공역 제한 + 장애물 + 기상,기업수요지수 + 소비력지수 + 상권활력지수
A1O1N0R0W1__B1C1D1,A1O1N0R0W1,B1C1D1,5,144,206-2-000006,정자전원마을,주차장,118,1.0,37.35922,127.124509,6,43,17.0,공역 제한 + 장애물 + 기상,기업수요지수 + 소비력지수 + 상권활력지수
A1O1N0R1W0__B0C0D0,A1O1N0R1W0,B0C0D0,1,167,206-3-000004,분당도서관 부설주차장,주차장,186,1.0,37.358104,127.11658,11,11,4.87,공역 제한 + 장애물 + 로봇 접근성(Ra),선택 없음
A1O1N0R1W0__B0C0D0,A1O1N0R1W0,B0C0D0,2,170,206-3-000007,구미도서관,주차장,71,1.0,37.345532,127.107689,11,22,9.73,공역 제한 + 장애물 + 로봇 접근성(Ra),선택 없음
A1O1N0R1W0__B0C0D0,A1O1N0R1W0,B0C0D0,3,146,206-2-000008,오리환승,주차장,75,1.0,37.339711,127.109411,8,30,13.27,공역 제한 + 장애물 + 로봇 접근성(Ra),선택 없음
A1O1N0R1W0__B0C0D0,A1O1N0R1W0,B0C0D0,4,147,206-2-000009,금곡동,주차장,82,1.0,37.350862,127.106861,7,37,16.37,공역 제한 + 장애물 + 로봇 접근성(Ra),선택 없음
A1O1N0R1W0__B0C0D0,A1O1N0R1W0,B0C0D0,5,144,206-2-000006,정자전원마을,주차장,118,1.0,37.35922,127.124509,6,43,19.03,공역 제한 + 장애물 + 로봇 접근성(Ra),선택 없음
A1O1N0R1W0__B0C0D1,A1O1N0R1W0,B0C0D1,1,170,206-3-000007,구미도서관,주차장,71,1.0,37.345532,127.107689,11,11,5.21,공역 제한 + 장애물 + 로봇 접근성(Ra),상권활력지수
A1O1N0R1W0__B0C0D1,A1O1N0R1W0,B0C0D1,2,167,206-3-000004,분당도서관 부설주차장,주차장,186,1.0,37.358104,127.11658,11,22,10.43,공역 제한 + 장애물 + 로봇 접근성(Ra),상권활력지수
A1O1N0R1W0__B0C0D1,A1O1N0R1W0,B0C0D1,3,146,206-2-000008,오리환승,주차장,75,1.0,37.339711,127.109411,8,30,14.22,공역 제한 + 장애물 + 로봇 접근성(Ra),상권활력지수
A1O1N0R1W0__B0C0D1,A1O1N0R1W0,B0C0D1,4,147,206-2-000009,금곡동,주차장,82,1.0,37.350862,127.106861,7,37,17.54,공역 제한 + 장애물 + 로봇 접근성(Ra),상권활력지수
A1O1N0R1W0__B0C0D1,A1O1N0R1W0,B0C0D1,5,144,206-2-000006,정자전원마을,주차장,118,1.0,37.35922,127.124509,6,43,20.38,공역 제한 + 장애물 + 로봇 접근성(Ra),상권활력지수
A1O1N0R1W0__B0C1D0,A1O1N0R1W0,B0C1D0,1,167,206-3-000004,분당도서관 부설주차장,주차장,186,1.0,37.358104,127.11658,11,11,4.87,공역 제한 + 장애물 + 로봇 접근성(Ra),소비력지수
A1O1N0R1W0__B0C1D0,A1O1N0R1W0,B0C1D0,2,170,206-3-000007,구미도서관,주차장,71,1.0,37.345532,127.107689,11,22,9.73,공역 제한 + 장애물 + 로봇 접근성(Ra),소비력지수
A1O1N0R1W0__B0C1D0,A1O1N0R1W0,B0C1D0,3,146,206-2-000008,오리환승,주차장,75,1.0,37.339711,127.109411,8,30,13.27,공역 제한 + 장애물 + 로봇 접근성(Ra),소비력지수
A1O1N0R1W0__B0C1D0,A1O1N0R1W0,B0C1D0,4,147,206-2-000009,금곡동,주차장,82,1.0,37.350862,127.106861,7,37,16.37,공역 제한 + 장애물 + 로봇 접근성(Ra),소비력지수
A1O1N0R1W0__B0C1D0,A1O1N0R1W0,B0C1D0,5,144,206-2-000006,정자전원마을,주차장,118,1.0,37.35922,127.124509,6,43,19.03,공역 제한 + 장애물 + 로봇 접근성(Ra),소비력지수
A1O1N0R1W0__B0C1D1,A1O1N0R1W0,B0C1D1,1,170,206-3-000007,구미도서관,주차장,71,1.0,37.345532,127.107689,11,11,5.09,공역 제한 + 장애물 + 로봇 접근성(Ra),소비력지수 + 상권활력지수
A1O1N0R1W0__B0C1D1,A1O1N0R1W0,B0C1D1,2,167,206-3-000004,분당도서관 부설주차장,주차장,186,1.0,37.358104,127.11658,11,22,10.19,공역 제한 + 장애물 + 로봇 접근성(Ra),소비력지수 + 상권활력지수
A1O1N0R1W0__B0C1D1,A1O1N0R1W0,B0C1D1,3,146,206-2-000008,오리환승,주차장,75,1.0,37.339711,127.109411,8,30,13.89,공역 제한 + 장애물 + 로봇 접근성(Ra),소비력지수 + 상권활력지수
A1O1N0R1W0__B0C1D1,A1O1N0R1W0,B0C1D1,4,147,206-2-000009,금곡동,주차장,82,1.0,37.350862,127.106861,7,37,17.13,공역 제한 + 장애물 + 로봇 접근성(Ra),소비력지수 + 상권활력지수
A1O1N0R1W0__B0C1D1,A1O1N0R1W0,B0C1D1,5,144,206-2-000006,정자전원마을,주차장,118,1.0,37.35922,127.124509,6,43,19.91,공역 제한 + 장애물 + 로봇 접근성(Ra),소비력지수 + 상권활력지수
A1O1N0R1W0__B1C0D0,A1O1N0R1W0,B1C0D0,1,170,206-3-000007,구미도서관,주차장,71,1.0,37.345532,127.107689,11,11,5.88,공역 제한 + 장애물 + 로봇 접근성(Ra),기업수요지수
A1O1N0R1W0__B1C0D0,A1O1N0R1W0,B1C0D0,2,146,206-2-000008,오리환승,주차장,75,1.0,37.339711,127.109411,8,19,10.16,공역 제한 + 장애물 + 로봇 접근성(Ra),기업수요지수
A1O1N0R1W0__B1C0D0,A1O1N0R1W0,B1C0D0,3,147,206-2-000009,금곡동,주차장,82,1.0,37.350862,127.106861,7,26,13.9,공역 제한 + 장애물 + 로봇 접근성(Ra),기업수요지수
A1O1N0R1W0__B1C0D0,A1O1N0R1W0,B1C0D0,4,167,206-3-000004,분당도서관 부설주차장,주차장,186,1.0,37.358104,127.11658,2,28,14.97,공역 제한 + 장애물 + 로봇 접근성(Ra),기업수요지수
A1O1N0R1W0__B1C0D1,A1O1N0R1W0,B1C0D1,1,170,206-3-000007,구미도서관,주차장,71,1.0,37.345532,127.107689,11,11,5.21,공역 제한 + 장애물 + 로봇 접근성(Ra),기업수요지수 + 상권활력지수
A1O1N0R1W0__B1C0D1,A1O1N0R1W0,B1C0D1,2,167,206-3-000004,분당도서관 부설주차장,주차장,186,1.0,37.358104,127.11658,11,22,10.43,공역 제한 + 장애물 + 로봇 접근성(Ra),기업수요지수 + 상권활력지수
A1O1N0R1W0__B1C0D1,A1O1N0R1W0,B1C0D1,3,146,206-2-000008,오리환승,주차장,75,1.0,37.339711,127.109411,8,30,14.22,공역 제한 + 장애물 + 로봇 접근성(Ra),기업수요지수 + 상권활력지수
A1O1N0R1W0__B1C0D1,A1O1N0R1W0,B1C0D1,4,147,206-2-000009,금곡동,주차장,82,1.0,37.350862,127.106861,7,37,17.54,공역 제한 + 장애물 + 로봇 접근성(Ra),기업수요지수 + 상권활력지수
A1O1N0R1W0__B1C0D1,A1O1N0R1W0,B1C0D1,5,144,206-2-000006,정자전원마을,주차장,118,1.0,37.35922,127.124509,6,43,20.38,공역 제한 + 장애물 + 로봇 접근성(Ra),기업수요지수 + 상권활력지수
A1O1N0R1W0__B1C1D0,A1O1N0R1W0,B1C1D0,1,170,206-3-000007,구미도서관,주차장,71,1.0,37.345532,127.107689,11,11,5.09,공역 제한 + 장애물 + 로봇 접근성(Ra),기업수요지수 + 소비력지수
A1O1N0R1W0__B1C1D0,A1O1N0R1W0,B1C1D0,2,167,206-3-000004,분당도서관 부설주차장,주차장,186,1.0,37.358104,127.11658,11,22,10.19,공역 제한 + 장애물 + 로봇 접근성(Ra),기업수요지수 + 소비력지수
A1O1N0R1W0__B1C1D0,A1O1N0R1W0,B1C1D0,3,146,206-2-000008,오리환승,주차장,75,1.0,37.339711,127.109411,8,30,13.89,공역 제한 + 장애물 + 로봇 접근성(Ra),기업수요지수 + 소비력지수
A1O1N0R1W0__B1C1D0,A1O1N0R1W0,B1C1D0,4,147,206-2-000009,금곡동,주차장,82,1.0,37.350862,127.106861,7,37,17.13,공역 제한 + 장애물 + 로봇 접근성(Ra),기업수요지수 + 소비력지수
A1O1N0R1W0__B1C1D0,A1O1N0R1W0,B1C1D0,5,144,206-2-000006,정자전원마을,주차장,118,1.0,37.35922,127.124509,6,43,19.91,공역 제한 + 장애물 + 로봇 접근성(Ra),기업수요지수 + 소비력지수
A1O1N0R1W0__B1C1D1,A1O1N0R1W0,B1C1D1,1,170,206-3-000007,구미도서관,주차장,71,1.0,37.345532,127.107689,11,11,5.09,공역 제한 + 장애물 + 로봇 접근성(Ra),기업수요지수 + 소비력지수 + 상권활력지수
A1O1N0R1W0__B1C1D1,A1O1N0R1W0,B1C1D1,2,167,206-3-000004,분당도서관 부설주차장,주차장,186,1.0,37.358104,127.11658,11,22,10.19,공역 제한 + 장애물 + 로봇 접근성(Ra),기업수요지수 + 소비력지수 + 상권활력지수
A1O1N0R1W0__B1C1D1,A1O1N0R1W0,B1C1D1,3,146,206-2-000008,오리환승,주차장,75,1.0,37.339711,127.109411,8,30,13.89,공역 제한 + 장애물 + 로봇 접근성(Ra),기업수요지수 + 소비력지수 + 상권활력지수
A1O1N0R1W0__B1C1D1,A1O1N0R1W0,B1C1D1,4,147,206-2-000009,금곡동,주차장,82,1.0,37.350862,127.106861,7,37,17.13,공역 제한 + 장애물 + 로봇 접근성(Ra),기업수요지수 + 소비력지수 + 상권활력지수
A1O1N0R1W0__B1C1D1,A1O1N0R1W0,B1C1D1,5,144,206-2-000006,정자전원마을,주차장,118,1.0,37.35922,127.124509,6,43,19.91,공역 제한 + 장애물 + 로봇 접근성(Ra),기업수요지수 + 소비력지수 + 상권활력지수
A1O1N0R1W1__B0C0D0,A1O1N0R1W1,B0C0D0,1,167,206-3-000004,분당도서관 부설주차장,주차장,186,1.0,37.358104,127.11658,11,11,4.87,공역 제한 + 장애물 + 로봇 접근성(Ra) + 기상,선택 없음
A1O1N0R1W1__B0C0D0,A1O1N0R1W1,B0C0D0,2,170,206-3-000007,구미도서관,주차장,71,1.0,37.345532,127.107689,11,22,9.73,공역 제한 + 장애물 + 로봇 접근성(Ra) + 기상,선택 없음
A1O1N0R1W1__B0C0D0,A1O1N0R1W1,B0C0D0,3,146,206-2-000008,오리환승,주차장,75,1.0,37.339711,127.109411,8,30,13.27,공역 제한 + 장애물 + 로봇 접근성(Ra) + 기상,선택 없음
A1O1N0R1W1__B0C0D0,A1O1N0R1W1,B0C0D0,4,147,206-2-000009,금곡동,주차장,82,1.0,37.350862,127.106861,7,37,16.37,공역 제한 + 장애물 + 로봇 접근성(Ra) + 기상,선택 없음
A1O1N0R1W1__B0C0D0,A1O1N0R1W1,B0C0D0,5,144,206-2-000006,정자전원마을,주차장,118,1.0,37.35922,127.124509,6,43,19.03,공역 제한 + 장애물 + 로봇 접근성(Ra) + 기상,선택 없음
A1O1N0R1W1__B0C0D1,A1O1N0R1W1,B0C0D1,1,170,206-3-000007,구미도서관,주차장,71,1.0,37.345532,127.107689,11,11,5.21,공역 제한 + 장애물 + 로봇 접근성(Ra) + 기상,상권활력지수
A1O1N0R1W1__B0C0D1,A1O1N0R1W1,B0C0D1,2,167,206-3-000004,분당도서관 부설주차장,주차장,186,1.0,37.358104,127.11658,11,22,10.43,공역 제한 + 장애물 + 로봇 접근성(Ra) + 기상,상권활력지수
